episode,rewards_total
145,54.28572836105987
146,54.248056788456886
147,54.517745741099915
148,51.28297958720682
149,53.173442373072454
150,52.6671667958332
151,45.19240178472194
152,56.76637577007141
153,50.574699371127984
154,48.83063873379461
155,51.87166485507124
156,48.38132810825081
157,51.18077591800487
158,57.39429555694973
159,51.31638725983195
160,49.995407635015525
161,57.219505753856964
162,55.940985686346465
163,60.65448372288267
164,55.863853673487796
165,69.78898241934493
166,53.11323219078474
167,48.431829535998226
168,59.30626471451868
169,37.76802165287444
170,-54.80238040149243
171,82.96274518191647
172,89.04563044689853
173,53.73761465012394
174,-102.34417714180908
175,82.6593094564013
176,79.92801984216537
177,-0.7015488777956103
178,-96.97082477624974
179,-96.58045545192779
180,53.32832468246189
181,-90.29600705537283
182,-100.49543963081581
183,-92.43322556311655
184,-93.52234521581187
185,-89.63306326627357
186,57.4405708933643
187,59.37597125248166
188,58.44778271455665
189,44.648240020532555
190,57.865455892150884
191,57.756585021048544
192,57.722509780673334
193,57.84343480878147
194,59.190151957064614
195,57.86923051333768
196,58.47434150295656
197,57.236299230299
198,56.17104242655003
199,59.004857385686925
200,59.16862551779105
201,59.31924903107305
202,57.229574680821834
203,58.451358756523916
204,55.44521603740406
205,58.432304543509815
206,57.65153149008862
207,57.767596453392045
208,59.21848867426884
209,59.20646914465673
210,59.19783053712291
211,57.27497231995135
212,61.858966973175384
213,57.68630943456008
214,57.52258577954661
215,59.42282068882055
216,57.877236056830476
217,58.20480869393903
218,58.10611545419951
219,57.64466905302442
220,57.23596726542205
221,58.029580082129954
222,57.84938180413705
223,54.18173805476104
224,67.73184083212978
225,62.26371274655595
226,48.525690853027086
227,54.951852119477074
228,57.41717702581349
229,57.43192746429187
230,57.81666778731857
231,57.56336159065451
232,59.03425358901698
233,57.71436987599975
234,60.46413981793481
235,61.420308467165896
236,59.29804996111249
237,57.37624479871585
238,57.54118103825299
239,58.88730986421135
240,57.40726211253388
241,57.12458733053934
242,58.91712866014812
243,57.1847300047005
244,58.3827060724905
245,59.25776875823563
246,57.80423371835466
247,59.658316035928785
248,59.34388208211661
249,58.073094794964575
250,57.60466491239344
251,57.68300115823865
252,58.02332869435428
253,57.40733269250111
254,57.03329087721262
255,57.484563587778986
256,57.966728035920056
257,57.641121806041625
258,58.04102086977691
259,58.16863524109683
260,58.74727048740129
261,58.09986325874236
262,58.30106191165044
263,59.12101089747054
264,59.28227882969693
265,60.08585459826175
266,59.29260327029272
267,58.42540523097525
268,59.426307914474286
269,57.6815419967144
270,59.079641324526065
271,57.94371379262266
272,59.49836877153213
273,57.30848233282791
274,57.483391884674106
275,59.178162023236844
276,59.21998562479355
277,59.506013119606365
278,58.64630752215082
279,57.87814877636943
280,60.29012766748867
281,58.60875114179644
282,57.73917061355042
283,57.76720108387683
284,59.7327331182002
285,57.35344575882778
286,64.36330486504123
287,59.028235293313045
288,58.61473531199157
289,58.72507028476831
290,55.72383802984167
291,59.296755087370556
292,57.338496096332285
293,57.8410217686267
294,57.938192140235245
295,57.387451571340996
296,55.91629056206497
297,57.79760880329014
298,58.695569874221746
299,57.86351786814665
300,58.715716626614444
301,59.212359898759324
302,57.64776764169531
303,58.892659257648
304,59.35553838199117
305,59.60308312396171
306,57.04175534347891
307,57.43920848373536
308,57.26820579032147
309,56.9373611071993
310,57.28222541442915
311,57.72597460616738
312,57.28037915497442
313,58.16719344539083
314,58.58351834111597
315,60.81459120589065
316,57.87961567132954
317,58.846486705197286
318,58.357474578744394
319,57.956224560525676
320,59.036674647635
321,59.547256874300196
322,57.348628118144404
323,57.640562706555706
324,57.36570549701517
325,59.09174216896396
326,58.96359117404654
327,57.60331706588011
328,57.808022032356405
329,60.46135977200645
330,57.53025979449267
331,57.498834696439964
332,59.461077033290685
333,58.13958185505916
334,58.65708931521148
335,57.96528395024774
336,58.775528059774544
337,57.80648355291624
338,57.56976371458363
339,58.89980158542727
340,59.41904482997732
341,62.2138062177552
342,57.559692385457666
343,57.86823853757037
344,57.37541333778003
345,59.6471242224697
346,57.59580090108345
347,57.60251620382421
348,57.549474320467866
349,59.24733799774334
350,58.11433601794245
351,59.11184629452608
352,58.7617543280421
353,58.060830114004425
354,57.837246370194705
355,59.38947673628513
356,57.72748899297288
357,58.00916256957034
358,57.284268842324956
359,57.522753665338975
360,59.375725058959915
361,59.449269217363636
362,58.106450072505844
363,58.762004428901214
364,58.79118736364471
365,57.90238800397886
366,59.4556876882657
367,57.54724212128834
368,59.54327689837904
369,58.35664243525191
370,59.70802533014715
371,57.465695985642185
372,57.73721874676366
373,57.65785802976121
374,57.55522606484671
375,57.823338522223274
376,57.96575824873566
377,58.684732598103224
378,58.86414133338203
379,57.98975649337833
380,58.02622649391387
381,59.45691676484997
382,57.81252145574544
383,58.08554175655588
384,58.09337618244334
385,60.33451089416334
386,57.63327429882651
387,58.51879420314434
388,57.18532284292556
389,60.76830331548171
390,57.13702356174038
391,57.27079138403961
392,57.9601740877086
393,60.32579943211244
394,58.838022044516016
395,60.21784361389221
396,57.72405031618849
397,59.060117594393994
398,57.74838272030808
399,57.83256260149314
400,58.7126439620478
401,58.79240379442272
402,57.01784980706045
403,58.82096307836756
404,57.92484405898365
405,58.20660838389705
406,58.99141099091793
407,58.04218509814223
408,57.74025271192947
409,57.84735276510875
410,59.55107181540929
411,59.45877048880761
412,57.59986950426273
413,57.40933681724726
414,58.838399933703975
415,58.90169857488516
416,58.01225701062517
417,58.98696651130798
418,57.78757397746983
419,57.918405689158774
420,58.04015316475731
421,57.578174605982845
422,57.00793955095429
423,57.566696999253914
424,57.813108422355896
425,59.03266814609292
426,57.552866967011376
427,57.60386336729687
428,58.37883463569087
429,57.502292419822936
430,58.853296259392394
431,57.35238422823603
432,58.3912151529664
433,58.7380901085525
434,57.22611693963741
435,57.64063332448248
436,59.70173932517603
437,57.75618201606951
438,57.39501712224474
439,57.32685911497055
440,57.84249490015291
441,58.30018503048312
442,59.475805951106786
443,57.04772723947781
444,57.8686641574468
445,59.0221219229976
446,57.59846692547957
447,57.72921488297106
448,57.74214360168547
449,57.61495451190888
450,59.16450023768051
451,58.547236167807625
452,58.665282919835484
453,58.48246948119323
454,57.95841344086029
455,57.47212433727542
456,57.79770820792271
457,58.99547342361405
458,58.17920411449448
459,57.343630950384885
460,57.9083224742194
461,58.6874942186405
462,58.86004787795734
463,57.717615826848
464,59.563592922141936
465,57.68605211948835
466,57.65937744172129
467,59.59718515511335
468,58.31806760969253
469,59.34066265274468
470,60.426768477981874
471,59.0765641095262
472,55.610851123767496
473,59.555842069647326
474,60.512641722920314
475,61.24313285156201
476,57.98830867200004
477,57.571847304679174
478,57.48028864864011
479,61.30176220528643
480,57.52589378407603
481,58.829001075342326
482,57.99816625049204
483,58.104008681464514
484,57.75731579780128
485,57.36168721475159
486,59.028821290031146
487,62.67607155836316
488,55.085504284336366
489,57.85722368223314
490,58.39997004443145
491,60.501401119498006
492,57.89124974283132
493,57.573228820019736
494,60.278810736056045
495,58.59365839451535
496,57.53889577527213
497,59.438208848438315
498,57.86636857292233
499,58.530439732735644
500,58.04868150886779
